0	1	76	47	
1	1	51	59	
2	8	69	53	
3	18	82	57	
4	13	68	32	
5	3	50	51	
6	10	66	38	
7	2	58	49	
8	13	78	14	
9	16	62	24	
10	14	65	54	
11	9	60	58	
12	19	57	56	
13	4	78	22	
14	0	66	18	
15	1	75	2	
16	6	59	13	
17	12	44	53	
18	5	65	25	
19	1	50	15	
20	3	51	5	
21	14	75	48	
22	11	57	31	
23	13	55	59	
24	8	54	12	
25	15	66	39	
26	1	57	8	
27	15	79	29	
28	17	57	40	
29	10	75	24	
30	9	47	48	
31	11	43	25	
32	11	45	50	
33	9	63	47	
34	7	71	58	
35	2	56	22	
36	10	74	20	
37	7	48	25	
38	11	83	43	
39	14	45	22	
40	4	48	14	
41	16	49	31	
42	16	60	23	
43	0	50	24	
44	19	43	32	
45	9	77	41	
46	13	62	19	
47	6	78	23	
48	13	79	14	
49	1	50	15	
50	11	58	49	
51	8	43	19	
52	0	76	18	
53	8	80	14	
