0	10	118	58	
1	18	100	38	
2	9	105	54	
3	17	107	59	
4	12	103	16	
5	6	114	48	
6	4	106	57	
7	16	113	24	
8	3	107	59	
9	9	113	20	
10	17	123	54	
11	11	114	32	
12	14	127	28	
13	17	122	51	
14	12	92	21	
15	6	121	29	
16	3	96	52	
17	8	92	56	
18	12	94	55	
19	0	106	2	
20	2	110	46	
21	2	110	53	
22	3	115	41	
23	3	116	34	
24	16	119	20	
25	17	109	39	
26	4	108	45	
27	1	97	46	
28	13	102	54	
29	16	95	25	
30	5	115	11	
31	7	98	37	
32	18	108	27	
33	8	110	9	
34	1	112	26	
35	12	110	55	
36	17	127	27	
37	5	97	38	
38	14	99	35	
39	11	115	38	
40	3	122	16	
41	11	103	40	
42	0	94	26	
43	14	92	39	
44	1	109	10	
45	17	98	32	
46	7	118	21	
47	14	125	42	
48	3	101	43	
49	8	121	9	
50	16	121	30	
51	14	115	36	
52	16	116	33	
53	11	111	32	
0	16	101	47	
1	1	126	53	
2	17	117	36	
3	12	96	45	
4	9	91	41	
5	16	90	23	
6	3	114	12	
7	12	117	58	
8	7	127	39	
9	10	110	34	
10	13	99	40	
11	0	99	26	
12	4	98	51	
13	18	115	47	
14	7	109	41	
15	1	101	44	
16	4	108	10	
17	7	99	53	
18	9	104	45	
19	13	110	36	
20	2	113	34	
21	19	88	34	
22	2	107	46	
23	9	88	39	
24	4	93	53	
25	17	105	59	
26	2	97	59	
27	15	114	34	
28	13	106	55	
29	8	121	9	
30	4	98	56	
31	19	113	35	
32	17	115	47	
33	9	120	45	
34	9	126	44	
35	3	104	31	
36	16	87	55	
37	12	108	58	
38	9	114	19	
39	10	121	29	
40	13	95	53	
41	3	95	59	
42	12	102	55	
43	4	101	39	
44	0	96	12	
45	8	103	35	
46	16	119	21	
47	18	110	24	
48	18	111	49	
49	6	86	26	
50	3	87	21	
51	12	108	27	
52	11	115	29	
53	2	116	13	
0	1	114	47	
1	13	89	23	
2	18	91	46	
3	11	86	46	
4	18	109	45	
5	15	96	37	
6	6	125	34	
7	5	105	48	
8	16	86	58	
9	0	111	49	
10	8	98	20	
11	14	124	32	
12	17	110	46	
13	10	114	55	
14	8	92	54	
15	16	114	26	
16	18	88	21	
17	18	90	59	
18	10	108	32	
19	2	98	5	
20	17	98	41	
21	12	106	27	
22	18	112	36	
23	1	89	58	
24	13	119	34	
25	0	100	45	
26	10	105	49	
27	9	112	36	
28	16	103	42	
29	17	100	41	
30	10	91	27	
31	8	104	21	
32	9	122	25	
33	2	99	29	
34	13	114	23	
35	1	105	16	
36	7	87	28	
37	0	127	37	
38	4	110	52	
39	5	90	19	
40	6	86	58	
41	15	111	35	
42	19	101	35	
43	1	126	55	
44	11	120	42	
45	6	96	22	
46	9	108	53	
47	5	112	27	
48	6	89	24	
49	15	102	20	
50	9	124	35	
51	4	90	19	
52	13	97	46	
53	15	105	49	
0	14	124	39	
1	17	122	42	
2	8	121	16	
3	12	121	57	
4	19	113	32	
5	0	92	47	
6	2	92	55	
7	9	112	39	
8	5	120	46	
9	1	117	55	
10	15	119	39	
11	17	116	33	
12	1	93	43	
13	1	121	56	
14	9	96	29	
15	16	93	29	
16	11	87	14	
17	4	116	27	
18	17	124	27	
19	2	110	30	
20	19	107	47	
21	16	89	19	
22	4	114	44	
23	0	90	24	
24	10	98	47	
25	12	119	40	
26	5	103	40	
27	2	123	23	
28	12	119	17	
29	10	121	59	
30	10	107	56	
31	12	91	44	
32	12	126	34	
33	11	118	28	
34	4	117	28	
35	2	127	54	
36	9	98	40	
37	5	87	30	
38	9	91	10	
39	8	116	50	
40	12	123	15	
41	8	106	40	
42	3	95	28	
43	12	110	13	
44	3	87	55	
45	10	106	35	
46	7	97	47	
47	15	100	33	
48	1	119	17	
49	1	122	49	
50	1	115	3	
51	3	100	5	
52	17	101	20	
53	12	116	45	
0	3	113	23	
1	16	97	40	
2	14	119	58	
3	15	109	33	
4	12	113	13	
5	4	123	20	
6	4	99	20	
7	5	88	49	
8	0	96	42	
9	17	124	24	
10	18	92	37	
11	11	126	16	
12	17	104	40	
13	6	95	35	
14	19	87	20	
15	11	110	47	
16	10	117	49	
17	0	87	17	
18	11	104	16	
19	1	118	10	
20	8	110	48	
21	4	93	34	
22	6	114	22	
23	1	105	20	
24	14	118	21	
25	14	110	30	
26	17	112	30	
27	18	99	34	
28	3	115	51	
29	17	97	31	
30	8	87	52	
31	9	92	29	
32	16	106	28	
33	2	104	57	
34	17	110	43	
35	13	107	35	
36	12	100	49	
37	1	86	54	
38	15	89	18	
39	18	116	44	
40	16	120	48	
41	6	107	18	
42	13	90	36	
43	9	104	46	
44	17	115	52	
45	9	125	41	
46	3	95	52	
47	16	124	31	
48	16	110	56	
49	12	111	13	
50	0	122	43	
51	0	118	26	
52	6	91	50	
53	0	95	23	

