0	10	114	48	
1	6	23	33	
2	10	83	48	
3	11	14	15	
4	7	101	43	
5	11	89	36	
6	13	59	33	
7	13	30	33	
8	18	14	48	
9	15	117	29	
10	1	75	54	
11	16	100	51	
12	8	97	39	
13	3	41	58	
14	1	64	52	
15	2	54	5	
16	8	7	19	
17	0	28	23	
18	6	123	33	
19	19	126	25	
20	2	126	22	
21	16	123	49	
22	4	83	22	
23	19	12	38	
24	13	2	58	
25	10	102	19	
26	4	28	22	
27	12	70	16	
28	7	100	21	
29	12	12	45	
30	12	126	43	
31	16	127	28	
32	9	44	26	
33	14	128	38	
34	15	113	18	
35	10	28	57	
36	2	85	11	
37	5	26	6	
38	3	84	59	
39	13	7	50	
40	13	103	17	
41	3	43	28	
42	16	6	35	
43	10	50	47	
44	17	31	57	
45	13	89	15	
46	12	32	24	
47	17	43	47	
48	11	86	59	
49	11	38	15	
50	19	114	59	
51	6	28	39	
52	5	65	21	
53	1	96	49	
