0	11	22	48	
1	0	4	39	
2	13	117	32	
3	3	75	49	
4	19	117	46	
5	18	26	45	
6	7	71	24	
7	3	9	59	
8	4	15	35	
9	18	126	50	
10	10	54	15	
11	3	12	42	
12	6	117	49	
13	5	44	22	
14	16	88	24	
15	19	48	48	
16	0	100	44	
17	4	50	51	
18	14	85	31	
19	16	54	27	
20	4	80	31	
21	14	90	33	
22	1	109	19	
23	14	50	27	
24	17	127	27	
25	16	2	59	
26	6	23	26	
27	15	32	45	
28	19	69	33	
29	13	101	48	
30	5	37	8	
31	2	127	21	
32	8	105	36	
33	6	113	47	
34	10	70	31	
35	5	10	28	
36	15	69	37	
37	5	19	20	
38	10	75	21	
39	3	7	8	
40	8	22	55	
41	5	43	21	
42	12	111	45	
43	6	53	53	
44	3	47	54	
45	1	97	11	
46	12	116	21	
47	8	34	33	
48	12	106	43	
49	0	88	24	
50	1	19	50	
51	17	38	40	
52	5	118	12	
53	18	21	38	
