0	11	43	39	
1	16	58	47	
2	15	64	49	
3	1	77	35	
4	9	64	43	
5	11	68	12	
6	15	76	41	
7	9	78	48	
8	10	79	23	
9	12	55	50	
10	17	47	25	
11	18	78	30	
12	10	56	35	
13	6	43	40	
14	4	63	28	
15	12	73	39	
16	15	72	20	
17	4	56	51	
18	15	63	33	
19	18	47	35	
20	17	47	50	
21	14	43	20	
22	2	61	19	
23	14	58	38	
24	7	78	55	
25	17	77	21	
26	10	73	37	
27	17	69	30	
28	6	50	29	
29	4	75	44	
30	2	44	40	
31	13	62	50	
32	12	65	17	
33	16	77	23	
34	10	58	11	
35	15	74	39	
36	3	70	51	
37	12	69	28	
38	1	55	14	
39	16	69	35	
40	16	77	32	
41	11	63	46	
42	3	59	25	
43	1	55	52	
44	9	64	35	
45	7	68	21	
46	6	52	15	
47	4	71	42	
48	10	84	54	
49	12	50	34	
50	4	79	37	
51	16	68	25	
52	17	68	21	
53	6	78	21	
