0	2	100	55	
1	11	96	20	
2	19	104	24	
3	11	126	17	
4	8	118	39	
5	15	121	54	
6	8	99	17	
7	13	118	17	
8	7	86	23	
9	9	113	52	
10	8	126	57	
11	16	97	50	
12	10	120	58	
13	7	113	21	
14	10	94	46	
15	17	127	51	
16	16	98	27	
17	6	99	48	
18	3	109	33	
19	6	117	52	
20	2	121	7	
21	19	119	37	
22	9	93	35	
23	2	120	7	
24	5	115	7	
25	13	104	40	
26	1	88	57	
27	8	86	47	
28	0	106	11	
29	4	126	10	
30	17	109	59	
31	15	96	59	
32	0	103	16	
33	14	88	53	
34	18	88	23	
35	12	127	47	
36	8	120	40	
37	8	124	53	
38	7	106	20	
39	12	112	27	
40	7	96	13	
41	8	89	50	
42	14	122	57	
43	14	87	59	
44	16	122	44	
45	14	125	20	
46	4	113	19	
47	14	96	45	
48	1	112	36	
49	3	126	37	
50	15	86	22	
51	9	114	35	
52	0	97	18	
53	12	98	40	
