0	5	92	24	
1	3	87	20	
2	12	87	39	
3	6	95	11	
4	4	108	57	
5	1	102	9	
6	0	123	50	
7	5	112	33	
8	3	126	48	
9	17	101	49	
10	5	112	31	
11	10	91	59	
12	8	91	54	
13	7	102	49	
14	16	108	21	
15	6	126	20	
16	7	121	28	
17	7	115	23	
18	9	89	50	
19	6	115	54	
20	5	102	26	
21	13	100	47	
22	16	113	58	
23	14	118	15	
24	2	120	20	
25	16	88	43	
26	10	96	28	
27	15	119	29	
28	11	116	13	
29	6	108	16	
30	12	112	57	
31	4	118	32	
32	2	92	13	
33	1	93	47	
34	4	90	17	
35	11	97	30	
36	3	103	59	
37	9	105	29	
38	12	120	56	
39	14	88	17	
40	17	111	46	
41	9	125	16	
42	0	111	48	
43	11	124	31	
44	6	107	10	
45	13	97	27	
46	19	119	44	
47	9	98	48	
48	14	107	56	
49	17	103	59	
50	16	116	26	
51	18	117	20	
52	12	90	53	
53	6	111	22	
