0	7	9	40	
1	6	35	19	
2	12	4	45	
3	17	1	37	
4	0	18	8	
5	15	2	19	
6	17	40	28	
7	4	15	12	
8	16	15	34	
9	10	13	50	
10	10	10	38	
11	5	1	45	
12	1	21	3	
13	2	15	41	
14	15	26	21	
15	5	20	37	
16	14	7	23	
17	16	6	29	
18	11	34	40	
19	2	23	18	
20	15	36	57	
21	3	42	17	
22	2	38	9	
23	0	39	55	
24	10	40	12	
25	7	32	39	
26	3	21	58	
27	16	38	46	
28	4	18	53	
29	3	11	54	
30	17	27	39	
31	7	39	37	
32	0	23	50	
33	14	39	40	
34	19	3	38	
35	12	2	47	
36	5	18	14	
37	8	2	56	
38	10	12	46	
39	1	4	8	
40	13	7	14	
41	4	19	15	
42	13	31	17	
43	3	5	39	
44	12	35	35	
45	7	20	42	
46	11	17	44	
47	19	10	34	
48	18	9	55	
49	10	6	20	
50	6	13	54	
51	11	17	53	
52	2	21	51	
53	5	13	23	
0	0	27	37	
1	2	21	9	
2	1	13	58	
3	10	15	31	
4	13	15	15	
5	15	9	19	
6	7	15	25	
7	2	39	20	
8	0	9	53	
9	4	36	27	
10	9	4	14	
11	8	28	27	
12	16	38	26	
13	0	21	56	
14	1	34	12	
15	13	16	18	
16	14	36	30	
17	16	34	45	
18	18	21	23	
19	5	19	26	
20	12	11	35	
21	1	16	45	
22	10	10	20	
23	6	10	22	
24	8	35	33	
25	8	6	50	
26	14	39	40	
27	8	20	37	
28	5	19	31	
29	2	23	48	
30	1	39	6	
31	8	29	39	
32	18	9	54	
33	12	12	48	
34	1	13	51	
35	5	4	55	
36	9	9	14	
37	15	19	35	
38	3	9	48	
39	6	40	21	
40	17	38	31	
41	17	26	46	
42	18	31	58	
43	9	30	33	
44	8	38	13	
45	14	1	18	
46	4	10	52	
47	15	20	28	
48	16	9	28	
49	7	14	18	
50	5	6	41	
51	11	42	49	
52	17	30	34	
53	10	3	32	
0	19	13	31	
1	0	23	27	
2	12	18	55	
3	13	12	59	
4	16	10	36	
5	14	8	21	
6	15	1	41	
7	5	16	28	
8	4	29	28	
9	8	13	58	
10	19	38	50	
11	1	35	34	
12	19	30	43	
13	19	14	40	
14	11	24	24	
15	7	12	23	
16	6	27	45	
17	7	25	38	
18	19	1	31	
19	16	12	30	
20	8	6	32	
21	15	1	33	
22	2	28	58	
23	8	25	12	
24	2	39	44	
25	18	38	39	
26	13	7	14	
27	4	1	32	
28	13	42	28	
29	11	29	38	
30	2	10	55	
31	8	17	21	
32	11	27	20	
33	14	14	23	
34	6	32	16	
35	10	24	32	
36	3	1	40	
37	1	26	6	
38	11	37	42	
39	8	28	54	
40	19	3	22	
41	13	4	22	
42	17	9	21	
43	0	7	14	
44	7	12	43	
45	7	5	18	
46	15	9	20	
47	8	31	57	
48	13	31	36	
49	17	19	32	
50	13	30	36	
51	19	17	20	
52	15	34	56	
53	14	3	17	
0	13	21	16	
1	0	19	56	
2	0	38	13	
3	2	13	46	
4	18	26	54	
5	17	20	39	
6	8	35	34	
7	18	26	22	
8	0	4	29	
9	13	33	36	
10	16	19	31	
11	11	37	36	
12	6	24	22	
13	17	40	57	
14	13	1	38	
15	10	36	15	
16	7	26	41	
17	19	42	23	
18	14	38	43	
19	0	2	41	
20	17	1	44	
21	19	13	52	
22	6	22	41	
23	5	2	11	
24	0	39	57	
25	14	17	21	
26	4	37	40	
27	17	26	31	
28	2	12	42	
29	5	29	17	
30	12	16	17	
31	9	17	45	
32	14	9	41	
33	10	19	38	
34	0	11	24	
35	12	15	50	
36	8	3	44	
37	12	11	31	
38	9	18	25	
39	18	22	29	
40	11	8	36	
41	1	1	20	
42	18	34	59	
43	10	10	45	
44	13	2	53	
45	12	18	19	
46	19	33	31	
47	5	11	41	
48	10	39	12	
49	5	14	57	
50	4	21	8	
51	7	30	52	
52	0	26	9	
53	4	32	25	
0	4	20	5	
1	3	19	22	
2	12	12	35	
3	10	22	24	
4	15	25	45	
5	11	5	55	
6	8	23	23	
7	17	10	23	
8	6	9	58	
9	15	12	50	
10	11	27	55	
11	7	10	38	
12	19	10	57	
13	5	34	10	
14	8	6	47	
15	15	29	43	
16	9	17	57	
17	12	7	27	
18	11	31	54	
19	11	23	41	
20	11	2	54	
21	5	33	16	
22	18	40	30	
23	4	41	32	
24	4	27	56	
25	5	34	7	
26	13	31	14	
27	9	3	42	
28	11	13	21	
29	19	14	24	
30	9	13	55	
31	0	7	23	
32	19	21	47	
33	1	31	7	
34	5	24	26	
35	6	15	31	
36	3	38	39	
37	9	19	57	
38	5	11	56	
39	16	18	55	
40	9	14	57	
41	16	30	18	
42	7	20	35	
43	10	7	32	
44	19	42	37	
45	14	14	46	
46	4	23	46	
47	7	14	36	
48	19	21	52	
49	11	20	35	
50	9	21	31	
51	14	26	39	
52	11	33	35	
53	16	14	36	

