0	10	25	52	
1	18	24	58	
2	4	12	17	
3	16	40	31	
4	10	27	47	
5	7	29	59	
6	9	8	43	
7	9	27	17	
8	6	9	51	
9	15	20	38	
10	6	13	53	
11	2	25	51	
12	14	1	33	
13	11	38	50	
14	3	14	32	
15	11	39	40	
16	7	42	43	
17	4	6	47	
18	17	18	42	
19	7	20	58	
20	16	3	34	
21	14	31	33	
22	4	12	25	
23	2	28	19	
24	19	40	49	
25	6	42	57	
26	13	19	54	
27	6	12	58	
28	17	16	37	
29	1	18	8	
30	6	25	9	
31	9	33	47	
32	3	15	22	
33	12	8	55	
34	11	30	58	
35	5	13	14	
36	6	36	22	
37	3	23	17	
38	15	34	53	
39	14	14	24	
40	14	2	17	
41	11	23	24	
42	10	32	16	
43	2	32	41	
44	12	26	13	
45	19	14	20	
46	3	16	33	
47	18	22	35	
48	4	30	16	
49	5	12	39	
50	10	42	13	
51	1	35	26	
52	17	22	54	
53	2	10	50	
