0	11	1	14	
1	17	20	40	
2	14	23	53	
3	7	6	51	
4	19	29	28	
5	18	34	47	
6	11	23	32	
7	2	17	45	
8	6	23	30	
9	7	7	33	
10	3	38	21	
11	8	31	26	
12	9	27	46	
13	3	26	9	
14	6	34	32	
15	14	22	17	
16	12	16	21	
17	18	37	34	
18	14	22	42	
19	17	4	35	
20	3	15	34	
21	8	2	15	
22	9	31	48	
23	1	30	58	
24	9	13	56	
25	12	41	41	
26	14	37	50	
27	12	28	28	
28	1	37	16	
29	4	21	22	
30	7	21	57	
31	15	20	57	
32	19	39	38	
33	18	28	24	
34	19	7	45	
35	0	21	1	
36	3	30	50	
37	13	11	16	
38	8	18	14	
39	6	30	41	
40	2	30	7	
41	13	5	20	
42	14	12	26	
43	10	16	15	
44	1	37	21	
45	5	36	17	
46	1	3	27	
47	9	9	20	
48	12	30	25	
49	18	1	59	
50	5	3	30	
51	6	15	54	
52	10	30	48	
53	12	26	28	
