0	0	76	16	
1	19	59	49	
2	18	79	53	
3	9	69	26	
4	7	57	36	
5	7	45	16	
6	3	66	8	
7	5	44	26	
8	5	54	14	
9	0	60	24	
10	15	64	49	
11	9	53	45	
12	4	73	27	
13	19	76	48	
14	10	79	50	
15	17	79	29	
16	8	54	41	
17	4	84	56	
18	19	65	22	
19	5	78	23	
20	17	65	46	
21	3	76	55	
22	10	64	35	
23	15	83	41	
24	13	73	58	
25	2	82	23	
26	4	50	26	
27	16	59	48	
28	19	52	23	
29	12	80	27	
30	9	83	50	
31	10	59	27	
32	8	53	44	
33	11	61	30	
34	12	84	50	
35	10	45	39	
36	12	51	55	
37	1	47	58	
38	13	45	36	
39	0	55	6	
40	5	64	38	
41	6	50	14	
42	15	70	25	
43	5	47	53	
44	6	50	42	
45	7	44	45	
46	11	43	26	
47	9	58	52	
48	19	64	40	
49	3	63	58	
50	13	68	52	
51	10	70	33	
52	8	61	13	
53	11	54	16	
0	7	60	45	
1	13	77	59	
2	12	81	51	
3	9	50	40	
4	15	60	43	
5	12	59	50	
6	19	50	33	
7	13	68	53	
8	15	69	18	
9	16	55	56	
10	4	79	36	
11	19	60	32	
12	2	66	55	
13	9	74	27	
14	6	59	28	
15	4	79	21	
16	19	67	35	
17	2	45	29	
18	7	44	14	
19	8	79	10	
20	7	64	55	
21	8	66	28	
22	17	53	46	
23	4	59	58	
24	6	57	8	
25	18	74	24	
26	12	74	18	
27	18	60	24	
28	0	54	18	
29	1	62	45	
30	17	48	22	
31	7	76	16	
32	13	50	47	
33	0	55	21	
34	5	71	50	
35	4	79	47	
36	0	59	36	
37	9	66	23	
38	7	74	25	
39	17	70	45	
40	14	44	34	
41	12	74	40	
42	4	62	24	
43	10	82	41	
44	15	56	29	
45	7	43	33	
46	15	79	53	
47	11	75	49	
48	2	62	47	
49	3	68	12	
50	17	56	24	
51	16	53	40	
52	14	76	17	
53	8	63	13	
0	4	61	18	
1	3	50	4	
2	0	49	5	
3	13	63	50	
4	18	82	52	
5	14	59	32	
6	5	50	39	
7	11	48	52	
8	15	65	33	
9	3	77	13	
10	10	49	30	
11	1	76	14	
12	12	83	30	
13	6	46	15	
14	6	77	56	
15	13	48	25	
16	12	66	16	
17	18	65	55	
18	15	49	49	
19	9	72	49	
20	19	78	23	
21	11	45	17	
22	4	52	35	
23	9	81	44	
24	19	47	29	
25	1	52	4	
26	3	44	8	
27	5	74	50	
28	18	46	52	
29	12	63	20	
30	0	56	26	
31	18	83	54	
32	17	50	24	
33	2	63	58	
34	8	64	52	
35	10	61	55	
36	16	50	38	
37	3	53	31	
38	19	53	43	
39	1	72	53	
40	11	84	31	
41	18	64	54	
42	19	72	38	
43	2	71	36	
44	9	75	30	
45	12	58	58	
46	1	83	13	
47	10	47	54	
48	3	63	16	
49	4	82	18	
50	15	50	36	
51	15	62	59	
52	4	82	51	
53	13	53	38	
0	7	83	52	
1	4	45	54	
2	7	84	28	
3	10	52	59	
4	13	54	20	
5	1	62	17	
6	8	71	28	
7	8	43	36	
8	1	52	54	
9	16	79	30	
10	12	56	36	
11	8	59	51	
12	4	45	18	
13	4	69	34	
14	5	51	20	
15	5	69	30	
16	12	48	30	
17	1	47	23	
18	3	53	47	
19	4	67	46	
20	3	64	14	
21	17	76	37	
22	19	74	50	
23	16	49	24	
24	4	71	26	
25	17	79	31	
26	11	44	29	
27	12	69	27	
28	13	83	43	
29	18	67	21	
30	15	75	52	
31	1	58	19	
32	12	67	16	
33	9	76	26	
34	15	48	58	
35	17	56	44	
36	4	51	40	
37	2	79	18	
38	8	64	48	
39	7	66	54	
40	8	51	58	
41	12	48	23	
42	18	84	59	
43	16	81	20	
44	17	67	36	
45	5	74	18	
46	8	56	40	
47	17	49	35	
48	8	52	23	
49	16	82	20	
50	16	73	55	
51	17	52	51	
52	3	65	49	
53	4	59	36	
0	8	71	55	
1	0	44	24	
2	8	58	22	
3	18	79	38	
4	9	54	22	
5	0	63	47	
6	0	62	44	
7	12	74	47	
8	17	58	36	
9	10	53	19	
10	4	51	57	
11	4	55	52	
12	8	84	30	
13	1	47	28	
14	5	50	40	
15	13	71	43	
16	9	84	14	
17	7	78	43	
18	11	44	36	
19	12	76	25	
20	13	60	38	
21	10	67	24	
22	0	80	16	
23	14	61	41	
24	5	67	11	
25	8	69	24	
26	1	63	48	
27	2	43	53	
28	4	55	8	
29	14	52	30	
30	0	56	7	
31	17	80	32	
32	11	69	24	
33	0	54	21	
34	9	52	59	
35	8	60	50	
36	17	53	55	
37	8	66	15	
38	2	84	33	
39	17	63	58	
40	1	55	58	
41	4	57	14	
42	4	60	49	
43	9	54	13	
44	8	67	19	
45	2	58	51	
46	8	76	37	
47	15	74	16	
48	15	83	25	
49	1	63	3	
50	9	50	16	
51	0	68	40	
52	2	60	51	
53	14	59	39	

